match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_ODI.asp?MatchCode=4202,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4217,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4214,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0673,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4205,7,runout,53.85,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0672,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0707,8,c†RamdinbWilliams,77.78,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0684,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0677,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0676,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0675,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0710,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0709,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0666,1,notout,100.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0663,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0681,4,notout,100.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4218,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0683,7,notout,200.00,1,0
