match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_T20.asp?MatchCode=0701,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0679,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0678,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3921,64,cStirlingbMcCarthy,106.00,7,0
Matches/MatchScorecard_ODI.asp?MatchCode=4200,12,bRashidKhan,125.00,0,1
Matches/MatchScorecard_ODI.asp?MatchCode=4204,8,csubbMustafizurRahman,42.11,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0697,6,cAgarbTye,54.55,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4376,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0685,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4201,16,notout,93.75,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4178,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0687,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0700,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0654,8,cMunrobSouthee,77.78,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4114,28,bFerguson,191.67,3,1
Matches/MatchScorecard_T20.asp?MatchCode=0696,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0636,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0635,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3928,36,cMorganbRashid,94.44,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3925,19,notout,113.33,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3932,2,runout,66.67,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3930,13,st†BairstowbAli,61.90,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3972,1,bStarc,11.11,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3939,21,cHolderbCRBrathwaite,100.00,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0584,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0583,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0582,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3944,4,notout,80.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0531,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0527,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3943,-,dnb,-,-,-
