match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_T20.asp?MatchCode=0701,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0679,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0678,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4340,12,runout,64.71,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0723,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0724,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4349,1,c&amp;bMustafizurRahman,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4204,4,cLitonDasbSoumyaSarkar,16.67,0,0
Matches/MatchScorecard_T20.asp?MatchCode=1050,1,cFinchbRichardson,12.50,0,0
Matches/MatchScorecard_T20.asp?MatchCode=1044,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=1041,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0719,1,cMcDermottbStanlake,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0705,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0702,9,cStoinisbTye,233.33,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0697,32,cHeadbTye,116.00,1,1
Matches/MatchScorecard_T20.asp?MatchCode=1076,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=1075,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4375,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0947,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0946,0,cShanakabUdana,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4337,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4334,1,notout,100.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4324,21,notout,142.86,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0743,28,notout,275.00,0,3
Matches/MatchScorecard_ODI.asp?MatchCode=4304,0,lbwbThomas,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0941,7,cFernandobUdana,85.71,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4308,12,notout,250.00,2,0
Matches/MatchScorecard_T20.asp?MatchCode=0741,0,notout,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4376,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4247,19,cvanderDussenbMulder,45.24,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4244,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4241,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4238,21,cvanderDussenbShamsi,54.55,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=4237,19,notout,94.74,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0740,8,notout,175.00,1,0
