name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled,role
Rohit Sharma  (India).csv-bat,49.92441860465117,0.8874534931789996,0.3087557603686636,0.017775940471269118,21.75115207373272,217,111.75,123.75,5.418181818181819,0.008080808080808079,2.0,38,bat
Jasprit Bumrah  (India).csv-ball,19.0,0.9047619047619048,0.0,0.047619047619047616,0.9333333333333332,15,49.2,53.4,5.52808988764045,0.018726591760299626,2.0,64,ball
Yuzvendra Chahal  (India).csv-ball,9.8,0.6712328767123288,0.0,0.0684931506849315,3.111111111111111,9,35.375,39.3,5.400763358778626,0.025445292620865145,2.0,51,ball
KL Rahul  (India).csv-bat,48.45833333333334,0.8731231231231231,0.3225806451612903,0.01801801801801801,17.483870967741936,31,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Bhuvneshwar Kumar  (India).csv-ball,18.0,0.7826086956521741,0.0,0.043478260869565216,4.307692307692308,52,47.81578947368421,50.62105263157895,5.667498440424204,0.019754626741526303,15.0,113,ball
Virat Kohli  (India).csv-bat,59.37433155080215,0.9295880776959142,0.393305439330544,0.0156563965170797,21.715481171548124,239,144.25,139.8,6.190987124463519,0.007153075822603719,1.0,48,bat
Hardik Pandya  (India).csv-all,32.44827586206897,1.1617283950617283,0.10526315789473684,0.03580246913580247,13.578947368421053,38,45.32352941176471,47.523529411764706,5.722242851838097,0.021042208194083426,4.0,53,all
M S Dhoni  (India  ACC Asian XI).csv-wk,51.0,0.8734497595545432,0.2289562289562289,0.017126465873618494,15.75084175084175,297,-1.0,-1.0,-1.0,-1.0,0.0,2,wk
Rishabh Pant  (India).csv-wk,28.461538461538463,1.0393258426966292,0.07142857142857142,0.03651685393258427,15.714285714285715,14,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Dinesh Karthik  (India).csv-wk,33.0,0.7409326424870466,0.08860759493670886,0.02245250431778929,10.050632911392404,79,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Ravindra Jadeja  (India).csv-all,34.06060606060606,0.863618901267768,0.09090909090909093,0.025355359200922013,8.6,110,41.291262135922324,50.35922330097088,4.919606709080393,0.01985733564680933,27.0,161,all
James Neesham  (New Zealand).csv-all,29.857142857142854,0.9789227166276346,0.0925925925925926,0.032786885245901634,11.851851851851851,54,38.333333333333336,35.78666666666667,6.426974664679582,0.02794336810730253,3.0,59,all
Trent Boult  (New Zealand).csv-ball,9.9375,0.8112244897959183,0.0,0.08163265306122447,2.4,40,27.576271186440678,32.30847457627118,5.1211835064526285,0.03095163151820376,23.0,90,ball
Matthew Henry  (New Zealand).csv-ball,19.181818181818183,1.0876288659793814,0.0,0.05670103092783505,6.190476190476191,21,29.03448275862069,30.16551724137931,5.775034293552812,0.033150434385002286,4.0,50,ball
Colin de Grandhomme  (New Zealand).csv-all,29.41666666666667,1.103125,0.12121212121212124,0.0375,12.181818181818182,33,54.82352941176471,64.23529411764707,5.12087912087912,0.015567765567765568,4.0,42,all
Mitchell Santner  (New Zealand).csv-all,29.548387096774192,0.8936585365853659,0.03571428571428571,0.030243902439024382,7.5357142857142865,56,37.96363636363636,45.13090909090909,5.04713560551124,0.022157763274514544,11.0,67,all
Tom Latham  (New Zealand).csv-wk,34.45333333333333,0.8389610389610389,0.18478260869565216,0.024350649350649352,12.26086956521739,92,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Lockie Ferguson  (New Zealand).csv-ball,12.6,0.5163934426229508,0.0,0.04098360655737705,1.125,16,34.888888888888886,36.06666666666667,5.804066543438077,0.0277264325323475,1.0,37,ball
Ross Taylor  (New Zealand).csv-bat,48.273809523809526,0.8315390136368297,0.2916666666666667,0.017225469086434943,17.22222222222222,216,-1.0,-1.0,5.0,0.0,0.0,4,bat
Henry Nicholls  (New Zealand).csv-bat,39.78125,0.8175979447655748,0.1914893617021277,0.020552344251766216,11.659574468085106,47,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Martin Guptill  (New Zealand).csv-bat,44.23809523809525,0.8759428879310345,0.26666666666666666,0.019800646551724137,21.288888888888884,180,45.0,50.1,5.389221556886229,0.019960079840319358,0.0,11,bat
Kane Williamson  (New Zealand).csv-bat,46.69600000000001,0.8155651809417354,0.3333333333333333,0.017465418471426575,17.63888888888889,144,34.08571428571429,37.354285714285716,5.474988526847175,0.026770689918923053,1.0,65,bat
