name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled,role
Rohit Sharma  (India).csv-bat,49.92441860465117,0.8874534931789996,0.3087557603686636,0.017775940471269118,21.75115207373272,217,111.75,123.75,5.418181818181819,0.008080808080808079,2.0,38,bat
Jasprit Bumrah  (India).csv-ball,19.0,0.9047619047619048,0.0,0.047619047619047616,0.9333333333333332,15,49.2,53.4,5.52808988764045,0.018726591760299626,2.0,64,ball
Kedar Jadhav  (India).csv-all,43.25806451612904,1.0151400454201362,0.1346153846153846,0.023467070401211203,13.615384615384615,52,51.5,55.5,5.567567567567568,0.01801801801801801,0.0,42,all
Yuzvendra Chahal  (India).csv-ball,9.8,0.6712328767123288,0.0,0.0684931506849315,3.111111111111111,9,35.375,39.3,5.400763358778626,0.025445292620865145,2.0,51,ball
Shikhar Dhawan  (India).csv-bat,44.231404958677686,0.936810782426046,0.3233082706766917,0.021179765447225624,24.421052631578952,133,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
KL Rahul  (India).csv-bat,48.45833333333334,0.8731231231231231,0.3225806451612903,0.01801801801801801,17.483870967741936,31,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Bhuvneshwar Kumar  (India).csv-ball,18.0,0.7826086956521741,0.0,0.043478260869565216,4.307692307692308,52,47.81578947368421,50.62105263157895,5.667498440424204,0.019754626741526303,15.0,113,ball
Virat Kohli  (India).csv-bat,59.37433155080215,0.9295880776959142,0.393305439330544,0.0156563965170797,21.715481171548124,239,144.25,139.8,6.190987124463519,0.007153075822603719,1.0,48,bat
Kuldeep Yadav  (India).csv-ball,14.75,0.6378378378378379,0.0,0.04324324324324325,1.9047619047619049,21,26.80769230769231,30.23076923076923,5.320610687022901,0.03307888040712468,1.0,58,ball
Hardik Pandya  (India).csv-all,32.44827586206897,1.1617283950617283,0.10526315789473684,0.03580246913580247,13.578947368421053,38,45.32352941176471,47.523529411764706,5.722242851838097,0.021042208194083426,4.0,53,all
M S Dhoni  (India  ACC Asian XI).csv-wk,51.0,0.8734497595545432,0.2289562289562289,0.017126465873618494,15.75084175084175,297,-1.0,-1.0,-1.0,-1.0,0.0,2,wk
Marcus Stoinis  (Australia).csv-all,36.214285714285715,0.9201451905626136,0.15789473684210525,0.02540834845735028,15.052631578947368,38,45.814814814814824,44.95555555555556,6.114681166584281,0.022244191794364803,1.0,39,all
Nathan Coulter-Nile  (Australia).csv-all,19.076923076923077,0.9880478087649402,0.047619047619047616,0.05179282868525897,5.523809523809524,21,32.241379310344826,33.43448275862069,5.785891089108911,0.029909240924092414,5.0,32,all
David Warner  (Australia).csv-bat,43.5,0.9565972222222222,0.2892561983471074,0.02199074074074074,22.363636363636363,121,-1.0,-1.0,8.0,0.0,0.0,1,bat
Mitchell Starc  (Australia).csv-ball,15.291666666666664,0.9017199017199016,0.0,0.05896805896805898,3.1764705882352944,51,29.48333333333333,32.2,5.4937888198757765,0.031055900621118005,16.0,91,ball
Steve Smith  (Australia).csv-bat,42.43010752688172,0.8661106233538192,0.2909090909090909,0.020412642669007903,14.763636363636365,110,33.0,37.51428571428572,5.277989337395279,0.026656511805026654,1.0,40,bat
Patrick Cummins  (Australia).csv-ball,13.0,0.7624633431085044,0.0,0.05865102639296187,2.5,40,30.39130434782609,36.58695652173913,4.983957219251337,0.027332144979203804,22.0,64,ball
Aaron Finch  (Australia).csv-bat,42.388888888888886,0.8877254217568353,0.29508196721311475,0.020942408376963352,21.688524590163933,122,58.25,65.25,5.35632183908046,0.01532567049808429,1.0,21,bat
Glenn Maxwell  (Australia).csv-all,34.6625,1.2373940205265506,0.17,0.035698348951360995,17.08,100,55.0,59.21538461538461,5.572876071706936,0.01688750324759678,6.0,86,all
Alex Carey  (Australia).csv-wk,36.16666666666666,0.9146469968387776,0.125,0.02528977871443625,12.75,32,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Usman Khawaja  (Australia).csv-bat,41.885714285714286,0.8434982738780207,0.3076923076923077,0.020138089758342925,17.384615384615387,39,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Adam Zampa  (Australia).csv-ball,8.357142857142858,0.6802325581395349,0.0,0.08139534883720931,1.5833333333333333,24,43.13636363636363,48.08181818181819,5.3828701077708425,0.02079788239742861,0.0,55,ball
